harness,task,model,run,capability_mode,telemetry_trust,tool_set,build_ok,test_ok,in_tok,out_tok,cost_usd,model_calls,telemetry_note,latency_s,workdir,transcript_path,error
raw_api,ng-feat2-service-search,tencent/hy3-preview,3,single_shot,exact,,True,True,700,2534,0.0007,1,legacy raw_api row; one OpenRouter request,46.8,results\ng-feat2-service-search__tencent_hy3-preview__r3,results\ng-feat2-service-search__tencent_hy3-preview__r3/_raw_response.txt,
raw_api,ng-feat2-service-search,qwen/qwen3-coder,1,single_shot,exact,,True,True,636,566,0.0012,1,legacy raw_api row; one OpenRouter request,6.9,results\ng-feat2-service-search__qwen_qwen3-coder__r1,results\ng-feat2-service-search__qwen_qwen3-coder__r1/_raw_response.txt,
raw_api,ng-feat2-service-search,qwen/qwen3-coder,2,single_shot,exact,,True,True,636,566,0.0012,1,legacy raw_api row; one OpenRouter request,9.6,results\ng-feat2-service-search__qwen_qwen3-coder__r2,results\ng-feat2-service-search__qwen_qwen3-coder__r2/_raw_response.txt,
raw_api,ng-feat2-service-search,qwen/qwen3-coder,3,single_shot,exact,,True,True,636,568,0.0012,1,legacy raw_api row; one OpenRouter request,11.2,results\ng-feat2-service-search__qwen_qwen3-coder__r3,results\ng-feat2-service-search__qwen_qwen3-coder__r3/_raw_response.txt,
raw_api,ng-feat2-service-search,deepseek/deepseek-v4-pro,1,single_shot,exact,,True,True,690,1835,0.0019,1,legacy raw_api row; one OpenRouter request,30.0,results\ng-feat2-service-search__deepseek_deepseek-v4-pro__r1,results\ng-feat2-service-search__deepseek_deepseek-v4-pro__r1/_raw_response.txt,
raw_api,ng-feat2-service-search,deepseek/deepseek-v4-pro,2,single_shot,exact,,True,True,690,1067,0.0012,1,legacy raw_api row; one OpenRouter request,19.5,results\ng-feat2-service-search__deepseek_deepseek-v4-pro__r2,results\ng-feat2-service-search__deepseek_deepseek-v4-pro__r2/_raw_response.txt,
raw_api,ng-feat2-service-search,deepseek/deepseek-v4-pro,3,single_shot,exact,,True,True,690,1017,0.0012,1,legacy raw_api row; one OpenRouter request,18.6,results\ng-feat2-service-search__deepseek_deepseek-v4-pro__r3,results\ng-feat2-service-search__deepseek_deepseek-v4-pro__r3/_raw_response.txt,
raw_api,ng-feat2-service-search,z-ai/glm-5.2,1,single_shot,exact,,True,True,639,1643,0.0072,1,legacy raw_api row; one OpenRouter request,22.5,results\ng-feat2-service-search__z-ai_glm-5.2__r1,results\ng-feat2-service-search__z-ai_glm-5.2__r1/_raw_response.txt,
raw_api,ng-feat2-service-search,z-ai/glm-5.2,2,single_shot,exact,,True,True,639,1589,0.007,1,legacy raw_api row; one OpenRouter request,35.1,results\ng-feat2-service-search__z-ai_glm-5.2__r2,results\ng-feat2-service-search__z-ai_glm-5.2__r2/_raw_response.txt,
raw_api,ng-feat2-service-search,z-ai/glm-5.2,3,single_shot,exact,,True,True,639,1455,0.0065,1,legacy raw_api row; one OpenRouter request,55.6,results\ng-feat2-service-search__z-ai_glm-5.2__r3,results\ng-feat2-service-search__z-ai_glm-5.2__r3/_raw_response.txt,
raw_api,ng-feat2-service-search,minimax/minimax-m2.7,1,single_shot,exact,,True,True,719,948,0.0011,1,legacy raw_api row; one OpenRouter request,17.9,results\ng-feat2-service-search__minimax_minimax-m2.7__r1,results\ng-feat2-service-search__minimax_minimax-m2.7__r1/_raw_response.txt,
raw_api,ng-feat2-service-search,minimax/minimax-m2.7,2,single_shot,exact,,False,False,721,979,0.0012,1,legacy raw_api row; one OpenRouter request,12.9,results\ng-feat2-service-search__minimax_minimax-m2.7__r2,results\ng-feat2-service-search__minimax_minimax-m2.7__r2/_raw_response.txt,
raw_api,ng-feat2-service-search,minimax/minimax-m2.7,3,single_shot,exact,,True,True,716,918,0.0011,1,legacy raw_api row; one OpenRouter request,20.9,results\ng-feat2-service-search__minimax_minimax-m2.7__r3,results\ng-feat2-service-search__minimax_minimax-m2.7__r3/_raw_response.txt,
opencode,ng-bug1-missing-input,opencode-go/deepseek-v4-flash,1,agent_iterated,parsed,default,False,False,27671,1197,0.004911,9,opencode: 9 usage record(s); cost_from_cli,41.6,/Users/mihai/code/nter/model-benchmarking/results/opencode__ng-bug1-missing-input__opencode-go_deepseek-v4-flash__r1,/Users/mihai/code/nter/model-benchmarking/results/opencode__ng-bug1-missing-input__opencode-go_deepseek-v4-flash__r1/_raw_response.txt,
opencode,ng-bug1-missing-input,opencode-go/deepseek-v4-flash,2,agent_iterated,parsed,default,False,False,28474,1774,0.005573,13,opencode: 13 usage record(s); cost_from_cli,51.3,/Users/mihai/code/nter/model-benchmarking/results/opencode__ng-bug1-missing-input__opencode-go_deepseek-v4-flash__r2,/Users/mihai/code/nter/model-benchmarking/results/opencode__ng-bug1-missing-input__opencode-go_deepseek-v4-flash__r2/_raw_response.txt,
opencode,ng-bug1-missing-input,opencode-go/deepseek-v4-flash,3,agent_iterated,parsed,default,False,False,26921,1150,0.004706,8,opencode: 8 usage record(s); cost_from_cli,26.0,/Users/mihai/code/nter/model-benchmarking/results/opencode__ng-bug1-missing-input__opencode-go_deepseek-v4-flash__r3,/Users/mihai/code/nter/model-benchmarking/results/opencode__ng-bug1-missing-input__opencode-go_deepseek-v4-flash__r3/_raw_response.txt,
opencode,ng-feat1-reading-time,opencode-go/deepseek-v4-flash,1,agent_iterated,parsed,default,False,False,29161,2340,0.006464,19,opencode: 19 usage record(s); cost_from_cli,80.4,/Users/mihai/code/nter/model-benchmarking/results/opencode__ng-feat1-reading-time__opencode-go_deepseek-v4-flash__r1,/Users/mihai/code/nter/model-benchmarking/results/opencode__ng-feat1-reading-time__opencode-go_deepseek-v4-flash__r1/_raw_response.txt,
opencode,ng-feat1-reading-time,opencode-go/deepseek-v4-flash,2,agent_iterated,parsed,default,False,False,29352,2700,0.006544,19,opencode: 19 usage record(s); cost_from_cli,78.4,/Users/mihai/code/nter/model-benchmarking/results/opencode__ng-feat1-reading-time__opencode-go_deepseek-v4-flash__r2,/Users/mihai/code/nter/model-benchmarking/results/opencode__ng-feat1-reading-time__opencode-go_deepseek-v4-flash__r2/_raw_response.txt,
opencode,ng-feat1-reading-time,opencode-go/deepseek-v4-flash,3,agent_iterated,parsed,default,False,False,29625,2237,0.006362,17,opencode: 17 usage record(s); cost_from_cli,56.2,/Users/mihai/code/nter/model-benchmarking/results/opencode__ng-feat1-reading-time__opencode-go_deepseek-v4-flash__r3,/Users/mihai/code/nter/model-benchmarking/results/opencode__ng-feat1-reading-time__opencode-go_deepseek-v4-flash__r3/_raw_response.txt,
opencode,ng-feat2-service-search,opencode-go/deepseek-v4-flash,1,agent_iterated,parsed,default,False,False,27889,1825,0.005374,11,opencode: 11 usage record(s); cost_from_cli,44.2,/Users/mihai/code/nter/model-benchmarking/results/opencode__ng-feat2-service-search__opencode-go_deepseek-v4-flash__r1,/Users/mihai/code/nter/model-benchmarking/results/opencode__ng-feat2-service-search__opencode-go_deepseek-v4-flash__r1/_raw_response.txt,
opencode,ng-feat2-service-search,opencode-go/deepseek-v4-flash,2,agent_iterated,parsed,default,False,False,28337,1839,0.005464,11,opencode: 11 usage record(s); cost_from_cli,39.1,/Users/mihai/code/nter/model-benchmarking/results/opencode__ng-feat2-service-search__opencode-go_deepseek-v4-flash__r2,/Users/mihai/code/nter/model-benchmarking/results/opencode__ng-feat2-service-search__opencode-go_deepseek-v4-flash__r2/_raw_response.txt,
opencode,ng-feat2-service-search,opencode-go/deepseek-v4-flash,3,agent_iterated,parsed,default,False,False,35705,2971,0.007582,18,opencode: 18 usage record(s); cost_from_cli,87.5,/Users/mihai/code/nter/model-benchmarking/results/opencode__ng-feat2-service-search__opencode-go_deepseek-v4-flash__r3,/Users/mihai/code/nter/model-benchmarking/results/opencode__ng-feat2-service-search__opencode-go_deepseek-v4-flash__r3/_raw_response.txt,
